respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
1292,80-89,White,,No,Urban,Suburban,West,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1293,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat liberal,Male
1294,50-59,Asian,,No,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
1295,70-79,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Bachelor's degree,Retired,I live alone,,Very liberal,Male
1296,50-59,White,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
1297,80-89,White,,No,Suburban,Rural,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Very conservative,Male
1298,60-69,White,,No,Rural,Rural,South,"$35,000 - $49,999",Bachelor's degree,Working part-time,I live alone,,Very conservative,Male
1299,70-79,Black or African American,,No,Urban,Suburban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1300,50-59,White,,No,Urban,Urban,South,"$150,000 - $199,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
1301,60-69,White,,No,Rural,Suburban,Midwest,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1302,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Moderate,Male
1303,50-59,White,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Male
1304,50-59,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
1305,70-79,White,,No,Rural,Suburban,South,"$10,000 - $14,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
1306,50-59,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
1307,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999",Less than high school,Retired,I live with a spouse or romantic partner,,Very liberal,Male
1308,60-69,White,,No,Urban,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1309,60-69,White,,No,Rural,Suburban,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
1310,50-59,White,,No,Suburban,Suburban,West,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
1311,60-69,White,,No,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
1312,60-69,White,,No,Suburban,Suburban,West,"More than $200,000",Graduate or professional degree,Retired,I live alone,,Moderate,Male
1313,70-79,White,,No,Urban,Suburban,West,"$150,000 - $199,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
1314,50-59,White,,No,Suburban,Suburban,West,"$15,000 - $24,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
1315,70-79,White,,No,Urban,Suburban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
1316,50-59,Other,Spanish ,Yes,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
1317,60-69,White,,No,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
1318,60-69,White,,No,Suburban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
1319,50-59,White,,No,Urban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Very conservative,Male
1320,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
1321,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Somewhat liberal,Male
1322,50-59,White,,Yes,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
1323,60-69,American Indian or Alaska Native,,Yes,Rural,Suburban,West,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very liberal,Male
1324,50-59,White,,Yes,Suburban,Suburban,South,"More than $200,000",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
1325,70-79,White,,No,Urban,Rural,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
1326,50-59,White,,Yes,Suburban,Suburban,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
1327,70-79,White,,No,Suburban,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,Other,Roomate 9,Very conservative,Female
1328,50-59,White,,Yes,Rural,Rural,Midwest,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with family members,,Very liberal,Male
1329,60-69,White,,Yes,Urban,Urban,South,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1330,50-59,White,,Yes,Urban,Urban,South,"$25,000 - $34,999",Bachelor's degree,Unemployed,I live with family members,,Very conservative,Female
1331,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1332,50-59,White,,Yes,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with family members,,Somewhat liberal,Female
1333,50-59,American Indian or Alaska Native,,Yes,Rural,Rural,Northeast,"Less than $10,000",Less than high school,On disability,Other,I live with my son,Moderate,Female
1334,70-79,Black or African American,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
1335,50-59,White,,Yes,Urban,Urban,Northeast,"$15,000 - $24,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
1336,50-59,White,,Yes,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1337,50-59,White,,Yes,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Unemployed,I live with family members,,Somewhat liberal,Female
1338,50-59,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Graduate or professional degree,Working part-time,Other,,Very liberal,Male
1339,50-59,White,,Yes,Rural,Suburban,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with family members,,Moderate,Female
1340,60-69,Black or African American,,Yes,Urban,Suburban,Northeast,"$15,000 - $24,999",Bachelor's degree,Unemployed,I live with family members,,Very liberal,Female
1341,50-59,White,,Yes,Urban,Urban,South,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
1342,70-79,White,,No,Rural,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
1343,50-59,Black or African American,,No,Suburban,Suburban,South,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
1344,60-69,American Indian or Alaska Native,,No,Urban,Suburban,Midwest,"Less than $10,000",Less than high school,Retired,I live alone,,Somewhat liberal,Female
1345,60-69,White,,No,Urban,Rural,Midwest,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1346,50-59,White,,Yes,Urban,Urban,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1347,50-59,White,,Yes,Rural,Rural,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live in a nursing home,,Moderate,Female
1348,60-69,White,,No,Urban,Rural,Northeast,"$35,000 - $49,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1349,50-59,Black or African American,,Yes,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
1350,70-79,White,,Yes,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
1351,50-59,White,,Yes,Suburban,Urban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1352,70-79,White,,Yes,Urban,Urban,West,"$25,000 - $34,999",Less than high school,Retired,I live with family members,,Moderate,Female
1353,50-59,Black or African American,,No,Rural,Suburban,South,"$10,000 - $14,999",Less than high school,On disability,I live with a spouse or romantic partner,,Moderate,Female
1354,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
1355,50-59,White,,Yes,Urban,Urban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
1356,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
1357,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1358,60-69,White,,No,Suburban,Rural,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Moderate,Female
1359,60-69,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with family members,,Somewhat liberal,Female
1360,70-79,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1361,70-79,Black or African American,,No,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
1362,50-59,Black or African American,,No,Urban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with family members,,Very liberal,Female
1363,60-69,Black or African American,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1364,70-79,Asian,,No,Suburban,Suburban,Midwest,"More than $200,000",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
1365,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
1366,60-69,Black or African American,,No,Suburban,Suburban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
1367,60-69,Asian,,No,Suburban,Suburban,Midwest,"More than $200,000",Bachelor's degree,Retired,I live with family members,,Moderate,Male
1368,50-59,American Indian or Alaska Native,,No,Suburban,Rural,West,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
1369,60-69,Asian,,No,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
1370,60-69,Black or African American,,No,Urban,Urban,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live alone,,Somewhat liberal,Female
1371,60-69,Black or African American,,No,Urban,Urban,Northeast,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Male
1372,60-69,Black or African American,,No,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
1373,60-69,Asian,,No,Urban,Urban,West,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Moderate,Male
1374,60-69,Asian,,No,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live alone,,Somewhat conservative,Female
1375,70-79,Black or African American,,No,Urban,Urban,Midwest,"Less than $10,000",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
1376,70-79,Asian,,No,Urban,Suburban,Northeast,"More than $200,000",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
1377,60-69,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
1378,70-79,Black or African American,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very liberal,Female
1379,50-59,Black or African American,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
