annotator_id,age_range,education,gender,gender_other,identify_as_transgender,is_parent,lgbtq_status,personally_been_target,personally_seen_toxic_content,political_affilation,race,religion_important,technology_impact,toxic_comments_problem,uses_media_forums,uses_media_news,uses_media_social,uses_media_video
9198,65 or older,Master's degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Occasionally a problem,False,True,True,True
9199,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Very positive,Frequently a problem,False,False,True,False
9200,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,True,True,Prefer not to say,"White,Black or African American",Not important,Very positive,Frequently a problem,True,False,True,True
9201,45 - 54,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Not important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
9202,45 - 54,Doctoral degree,Female,,No,No,Prefer not to say,False,False,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,False,True
9203,65 or older,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Very positive,Not a problem,True,True,True,True
9204,25 - 34,Some college but no degree,Female,,No,No,Bisexual,True,True,Independent,Asian,Somewhat important,Somewhat positive,Very frequently a problem,True,False,True,True
9205,25 - 34,Doctoral degree,Female,,No,No,Heterosexual,True,True,Liberal,Asian,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
9206,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,True,True,Liberal,Black or African American,Very important,Somewhat positive,Rarely a problem,False,False,True,False
9207,55 - 64,Master's degree,Male,,No,No,Homosexual,False,True,Liberal,White,Not too important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
9208,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,True,True,Conservative,Black or African American,Very important,Very positive,Frequently a problem,False,True,True,True
9209,35 - 44,Master's degree,Male,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Somewhat positive,Frequently a problem,False,False,True,False
9210,65 or older,Doctoral degree,Male,,No,Yes,Homosexual,False,False,Liberal,White,Very important,Somewhat positive,Rarely a problem,False,False,False,False
9211,45 - 54,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Independent,White,Not important,Somewhat positive,Occasionally a problem,False,False,True,True
9212,65 or older,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,False,Liberal,White,Very important,Somewhat positive,Frequently a problem,False,True,True,True
9213,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Independent,White,Not important,Neutral â neither positive nor negative,Rarely a problem,True,True,True,True
9214,45 - 54,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
9215,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,True,True,Independent,White,Somewhat important,Somewhat positive,Rarely a problem,False,True,True,False
9216,35 - 44,"Professional degree (JD, MD)",Male,,No,No,Heterosexual,False,True,Independent,Asian,Not important,Very positive,Occasionally a problem,True,True,True,True
9217,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,True,False,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,True,False,True
9218,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
9219,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Liberal,Black or African American,Very important,Very positive,Rarely a problem,False,False,True,True
9220,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Independent,White,Somewhat important,Somewhat positive,Rarely a problem,False,False,True,False
9221,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
9222,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,True
9223,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Bisexual,False,False,Liberal,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,True
9224,45 - 54,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,American Indian or Alaska Native,Somewhat important,Neutral â neither positive nor negative,Not a problem,False,False,True,False
9225,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,False,True,True
9226,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,Black or African American,Very important,Somewhat positive,Very frequently a problem,False,True,True,False
9227,35 - 44,Master's degree,Male,,No,No,Prefer not to say,True,True,Liberal,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,False
9228,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Very frequently a problem,False,True,True,False
9229,18 - 24,Prefer not to say,Prefer not to say,,Prefer not to say,No,Prefer not to say,False,True,Liberal,Prefer not to say,Not too important,Neutral â neither positive nor negative,Rarely a problem,True,True,True,True
9230,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,True,True,True
9231,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,False,Independent,White,Not important,Somewhat positive,Not a problem,False,True,False,False
9232,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,False,Independent,White,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
9233,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Very positive,Occasionally a problem,False,True,True,True
9234,45 - 54,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat negative,Occasionally a problem,False,True,True,True
9235,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Conservative,Black or African American,Very important,Very positive,Rarely a problem,False,False,True,False
9236,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Other,White,Very important,Somewhat positive,Rarely a problem,True,False,True,True
9237,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,Black or African American,Very important,Somewhat positive,Very frequently a problem,False,False,True,False
9238,25 - 34,"Professional degree (JD, MD)",Female,,No,No,Heterosexual,False,True,Independent,White,Not too important,Somewhat positive,Very frequently a problem,False,False,True,True
9239,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,True,True,Independent,Hispanic,Somewhat important,Very positive,Frequently a problem,True,True,True,True
9240,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,True
9241,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat negative,Frequently a problem,True,True,True,True
9242,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Very important,Somewhat positive,Very frequently a problem,True,True,True,True
9243,25 - 34,Master's degree,Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Neutral â neither positive nor negative,Occasionally a problem,False,True,True,False
9244,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,False,Liberal,White,Somewhat important,Very positive,Rarely a problem,False,False,True,True
9245,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Somewhat important,Very positive,Frequently a problem,True,True,True,True
9246,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
9247,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,"White,Hispanic",Very important,Somewhat positive,Occasionally a problem,False,True,True,True
9248,45 - 54,Master's degree,Male,,No,Yes,Homosexual,True,True,Liberal,White,Not important,Neutral â neither positive nor negative,Frequently a problem,False,True,True,True
9249,25 - 34,Some college but no degree,Male,,Yes,Yes,Prefer not to say,True,True,Independent,White,Somewhat important,Very positive,Rarely a problem,False,False,True,False
9250,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
9251,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Very positive,Not a problem,True,False,True,True
9252,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,True,True,Liberal,Black or African American,Somewhat important,Very positive,Not a problem,False,False,True,False
9253,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Very positive,Very frequently a problem,True,False,False,True
9254,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat negative,Very frequently a problem,False,True,True,True
9255,45 - 54,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Independent,White,Not important,Somewhat positive,Occasionally a problem,False,False,True,False
9256,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Very positive,Occasionally a problem,True,True,True,True
9257,25 - 34,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,True,True,Independent,"White,Hispanic",Not important,Very positive,Frequently a problem,True,False,True,True
9258,35 - 44,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,True
9259,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,True,True,Liberal,"White,Hispanic",Not important,Somewhat positive,Frequently a problem,True,False,True,True
9260,55 - 64,Some college but no degree,Male,,No,No,Homosexual,True,True,Liberal,White,Not important,Somewhat negative,Frequently a problem,False,True,True,True
9261,25 - 34,Master's degree,Male,,No,Yes,Bisexual,True,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,False,True,False
9262,25 - 34,Master's degree,Male,,No,Yes,Bisexual,True,True,Independent,Black or African American,Very important,Very positive,Occasionally a problem,False,False,True,False
9263,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Neutral â neither positive nor negative,Very frequently a problem,True,True,True,True
9264,55 - 64,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,False,Independent,White,Very important,Very positive,Very frequently a problem,True,False,True,True
9265,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Somewhat important,Very positive,Occasionally a problem,False,False,True,True
